"ids","error","source","code","solution"
67,"java.lang.RuntimeException","/src/com/google/javascript/jscomp/NameAnalyzer.java","@@ -632,11 +632,9 @@ public void visit(NodeTraversal t, Node n, Node parent) {
         Node nameNode = n.getFirstChild();
         NameInformation ns = createNameInformation(t, nameNode, n);
         if (ns != null && ns.onlyAffectsClassDef) {
           refNodes.add(new ClassDefiningFunctionNode(
               name, n, parent, parent.getParent()));
         }
       }
     }
","@@ -632,11 +632,9 @@ public void visit(NodeTraversal t, Node n, Node parent) {
         Node nameNode = n.getFirstChild();
         NameInformation ns = createNameInformation(t, nameNode, n);
         if (ns != null && ns.onlyAffectsClassDef) {
+          JsName name = getName(ns.name, true);
           refNodes.add(new ClassDefiningFunctionNode(
               name, n, parent, parent.getParent()));
         }
       }
     }
"
68,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/parsing/IRFactory.java","@@ -565,8 +565,15 @@ Node processExpressionStatement(ExpressionStatement statementNode) {
 
     @Override
     Node processForInLoop(ForInLoop loopNode) {
 
         // Return the bare minimum to put the AST in a valid state.
       return newNode(
           Token.FOR,
           transform(loopNode.getIterator()),
","@@ -565,8 +565,15 @@ Node processExpressionStatement(ExpressionStatement statementNode) {
 
     @Override
     Node processForInLoop(ForInLoop loopNode) {
+      if (loopNode.isForEach()) {
+        errorReporter.error(
+            ""unsupported language extension: for each"",
+            sourceName,
+            loopNode.getLineno(), """", 0);
 
         // Return the bare minimum to put the AST in a valid state.
+        return newNode(Token.EXPR_RESULT, Node.newNumber(0));
+      }
       return newNode(
           Token.FOR,
           transform(loopNode.getIterator()),
"
69,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/FunctionTypeBuilder.java","@@ -289,6 +289,9 @@ FunctionTypeBuilder inferFromOverriddenFunction(
       }
 
       // Clone any remaining params that aren't in the function literal.
 
       parametersNode = paramBuilder.build();
     }
@@ -480,6 +483,12 @@ FunctionTypeBuilder inferParameterTypes(@Nullable Node argsParent,
     }
 
     // Copy over any old parameters that aren't in the param list.
 
     if (templateTypeName != null && !foundTemplateType) {
       reportError(TEMPLATE_TYPE_EXPECTED, fnName);
","@@ -289,6 +289,9 @@ FunctionTypeBuilder inferFromOverriddenFunction(
       }
 
       // Clone any remaining params that aren't in the function literal.
+      while (oldParams.hasNext()) {
+        paramBuilder.newParameterFromNode(oldParams.next());
+      }
 
       parametersNode = paramBuilder.build();
     }
@@ -480,6 +483,12 @@ FunctionTypeBuilder inferParameterTypes(@Nullable Node argsParent,
     }
 
     // Copy over any old parameters that aren't in the param list.
+    if (!isVarArgs) {
+      while (oldParameterType != null && !isVarArgs) {
+        builder.newParameterFromNode(oldParameterType);
+        oldParameterType = oldParameterType.getNext();
+      }
+    }
 
     if (templateTypeName != null && !foundTemplateType) {
       reportError(TEMPLATE_TYPE_EXPECTED, fnName);
"
70,"junit.framework.ComparisonFailure","/src/com/google/javascript/jscomp/CodeConsumer.java","@@ -191,11 +191,13 @@ void add(String newcode) {
       // need space to separate. This is not pretty printing.
       // For example: ""return foo;""
       append("" "");
       // Do not allow a forward slash to appear after a DIV.
       // For example,
       // REGEXP DIV REGEXP
       // is valid and should print like
       // / // / /
     }
 
     append(newcode);
","@@ -191,11 +191,13 @@ void add(String newcode) {
       // need space to separate. This is not pretty printing.
       // For example: ""return foo;""
       append("" "");
+    } else if (c == '/' && getLastChar() == '/') {
       // Do not allow a forward slash to appear after a DIV.
       // For example,
       // REGEXP DIV REGEXP
       // is valid and should print like
       // / // / /
+      append("" "");
     }
 
     append(newcode);
"
71,"junit.framework.ComparisonFailure","/src/com/google/javascript/jscomp/TypedScopeCreator.java","@@ -390,50 +390,51 @@ private void identifyNameNode(
   private JSType getNativeType(JSTypeNative nativeType) {
     return typeRegistry.getNativeType(nativeType);
   }
 
   private abstract class AbstractScopeBuilder
       implements NodeTraversal.Callback {
 
     /**
      * The scope that we're builidng.
      */
     final Scope scope;
 
     private final List<DeferredSetType> deferredSetTypes =
         Lists.newArrayList();
 
     /**
      * Functions that we found in the global scope and not in externs.
      */
     private final List<Node> nonExternFunctions = Lists.newArrayList();
 
     /**
      * Object literals with a @lends annotation aren't analyzed until we
      * reach the root of the statement they're defined in.
      *
      * This ensures that if there are any @lends annotations on the object
      * literals, the type on the @lends annotation resolves correctly.
      *
      * For more information, see
      * http://code.google.com/p/closure-compiler/issues/detail?id=314
      */
 
     /**
      * Type-less stubs.
      *
      * If at the end of traversal, we still don't have types for these
      * stubs, then we should declare UNKNOWN types.
      */
     private final List<StubDeclaration> stubDeclarations =
         Lists.newArrayList();
 
     /**
      * The current source file that we're in.
      */
     private String sourceName = null;
 
     /**
      * The InputId of the current node.
      */
     private InputId inputId;
 
@@ -498,90 +499,106 @@ public final boolean shouldTraverse(NodeTraversal t, Node n,
     public void visit(NodeTraversal t, Node n, Node parent) {
       inputId = t.getInputId();
       attachLiteralTypes(t, n);
 
       switch (n.getType()) {
         case Token.CALL:
           checkForClassDefiningCalls(t, n, parent);
           checkForCallingConventionDefiningCalls(n, delegateCallingConventions);
           break;
 
         case Token.FUNCTION:
           if (t.getInput() == null || !t.getInput().isExtern()) {
             nonExternFunctions.add(n);
           }
 
           // Hoisted functions are handled during pre-traversal.
           if (!NodeUtil.isHoistedFunctionDeclaration(n)) {
             defineFunctionLiteral(n, parent);
           }
           break;
 
         case Token.ASSIGN:
           // Handle initialization of properties.
           Node firstChild = n.getFirstChild();
           if (firstChild.isGetProp() &&
               firstChild.isQualifiedName()) {
             maybeDeclareQualifiedName(t, n.getJSDocInfo(),
                 firstChild, n, firstChild.getNext());
           }
           break;
 
         case Token.CATCH:
           defineCatch(n, parent);
           break;
 
         case Token.VAR:
           defineVar(n, parent);
           break;
 
         case Token.GETPROP:
           // Handle stubbed properties.
           if (parent.isExprResult() &&
               n.isQualifiedName()) {
             maybeDeclareQualifiedName(t, n.getJSDocInfo(), n, parent, null);
           }
           break;
       }
 
       // Analyze any @lends object literals in this statement.
     }
 
     private void attachLiteralTypes(NodeTraversal t, Node n) {
       switch (n.getType()) {
         case Token.NULL:
           n.setJSType(getNativeType(NULL_TYPE));
           break;
 
         case Token.VOID:
           n.setJSType(getNativeType(VOID_TYPE));
           break;
 
         case Token.STRING:
           // Defer keys to the Token.OBJECTLIT case
           if (!NodeUtil.isObjectLitKey(n, n.getParent())) {
             n.setJSType(getNativeType(STRING_TYPE));
           }
           break;
 
         case Token.NUMBER:
           n.setJSType(getNativeType(NUMBER_TYPE));
           break;
 
         case Token.TRUE:
         case Token.FALSE:
           n.setJSType(getNativeType(BOOLEAN_TYPE));
           break;
 
         case Token.REGEXP:
           n.setJSType(getNativeType(REGEXP_TYPE));
           break;
 
         case Token.OBJECTLIT:
             defineObjectLiteral(n);
           break;
 
           // NOTE(nicksantos): If we ever support Array tuples,
           // we will need to put ARRAYLIT here as well.
       }
     }
 
","@@ -390,50 +390,51 @@ private void identifyNameNode(
   private JSType getNativeType(JSTypeNative nativeType) {
     return typeRegistry.getNativeType(nativeType);
   }
 
   private abstract class AbstractScopeBuilder
       implements NodeTraversal.Callback {
 
     /**
      * The scope that we're builidng.
      */
     final Scope scope;
 
     private final List<DeferredSetType> deferredSetTypes =
         Lists.newArrayList();
 
     /**
      * Functions that we found in the global scope and not in externs.
      */
     private final List<Node> nonExternFunctions = Lists.newArrayList();
 
     /**
      * Object literals with a @lends annotation aren't analyzed until we
      * reach the root of the statement they're defined in.
      *
      * This ensures that if there are any @lends annotations on the object
      * literals, the type on the @lends annotation resolves correctly.
      *
      * For more information, see
      * http://code.google.com/p/closure-compiler/issues/detail?id=314
      */
+    private List<Node> lentObjectLiterals = null;
 
     /**
      * Type-less stubs.
      *
      * If at the end of traversal, we still don't have types for these
      * stubs, then we should declare UNKNOWN types.
      */
     private final List<StubDeclaration> stubDeclarations =
         Lists.newArrayList();
 
     /**
      * The current source file that we're in.
      */
     private String sourceName = null;
 
     /**
      * The InputId of the current node.
      */
     private InputId inputId;
 
@@ -498,90 +499,106 @@ public final boolean shouldTraverse(NodeTraversal t, Node n,
     public void visit(NodeTraversal t, Node n, Node parent) {
       inputId = t.getInputId();
       attachLiteralTypes(t, n);
 
       switch (n.getType()) {
         case Token.CALL:
           checkForClassDefiningCalls(t, n, parent);
           checkForCallingConventionDefiningCalls(n, delegateCallingConventions);
           break;
 
         case Token.FUNCTION:
           if (t.getInput() == null || !t.getInput().isExtern()) {
             nonExternFunctions.add(n);
           }
 
           // Hoisted functions are handled during pre-traversal.
           if (!NodeUtil.isHoistedFunctionDeclaration(n)) {
             defineFunctionLiteral(n, parent);
           }
           break;
 
         case Token.ASSIGN:
           // Handle initialization of properties.
           Node firstChild = n.getFirstChild();
           if (firstChild.isGetProp() &&
               firstChild.isQualifiedName()) {
             maybeDeclareQualifiedName(t, n.getJSDocInfo(),
                 firstChild, n, firstChild.getNext());
           }
           break;
 
         case Token.CATCH:
           defineCatch(n, parent);
           break;
 
         case Token.VAR:
           defineVar(n, parent);
           break;
 
         case Token.GETPROP:
           // Handle stubbed properties.
           if (parent.isExprResult() &&
               n.isQualifiedName()) {
             maybeDeclareQualifiedName(t, n.getJSDocInfo(), n, parent, null);
           }
           break;
       }
 
       // Analyze any @lends object literals in this statement.
+      if (n.getParent() != null && NodeUtil.isStatement(n) &&
+          lentObjectLiterals != null) {
+        for (Node objLit : lentObjectLiterals) {
+          defineObjectLiteral(objLit);
+        }
+        lentObjectLiterals.clear();
+      }
     }
 
     private void attachLiteralTypes(NodeTraversal t, Node n) {
       switch (n.getType()) {
         case Token.NULL:
           n.setJSType(getNativeType(NULL_TYPE));
           break;
 
         case Token.VOID:
           n.setJSType(getNativeType(VOID_TYPE));
           break;
 
         case Token.STRING:
           // Defer keys to the Token.OBJECTLIT case
           if (!NodeUtil.isObjectLitKey(n, n.getParent())) {
             n.setJSType(getNativeType(STRING_TYPE));
           }
           break;
 
         case Token.NUMBER:
           n.setJSType(getNativeType(NUMBER_TYPE));
           break;
 
         case Token.TRUE:
         case Token.FALSE:
           n.setJSType(getNativeType(BOOLEAN_TYPE));
           break;
 
         case Token.REGEXP:
           n.setJSType(getNativeType(REGEXP_TYPE));
           break;
 
         case Token.OBJECTLIT:
+          JSDocInfo info = n.getJSDocInfo();
+          if (info != null &&
+              info.getLendsName() != null) {
+            if (lentObjectLiterals == null) {
+              lentObjectLiterals = Lists.newArrayList();
+            }
+            lentObjectLiterals.add(n);
+          } else {
             defineObjectLiteral(n);
+          }
           break;
 
           // NOTE(nicksantos): If we ever support Array tuples,
           // we will need to put ARRAYLIT here as well.
       }
     }
 
"
72,"junit.framework.AssertionFailedError","/src/com/google/javascript/rhino/jstype/RecordType.java","@@ -137,22 +137,6 @@ boolean defineProperty(String propertyName, JSType type,
         propertyNode);
   }
 
   JSType getGreatestSubtypeHelper(JSType that) {
     if (that.isRecordType()) {
       RecordType thatRecord = that.toMaybeRecordType();
","@@ -137,22 +137,6 @@ boolean defineProperty(String propertyName, JSType type,
         propertyNode);
   }
 
   JSType getGreatestSubtypeHelper(JSType that) {
     if (that.isRecordType()) {
       RecordType thatRecord = that.toMaybeRecordType();
"
73,"junit.framework.AssertionFailedError","/src/com/google/debugging/sourcemap/SourceMapConsumerV3.java","@@ -486,8 +486,8 @@ private OriginalMapping getOriginalMappingForEntry(Entry entry) {
       // Adjust the line/column here to be start at 1.
       Builder x = OriginalMapping.newBuilder()
         .setOriginalFile(sources[entry.getSourceFileId()])
       if (entry.getNameId() != UNMAPPED) {
         x.setIdentifier(names[entry.getNameId()]);
       }
/src/com/google/javascript/jscomp/SourceMap.java @@ -135,10 +135,15 @@ public void addMapping(
     // zero based.
     // We don't change this for the v1 or v2 source maps but for
     // v3 we make them both 0 based.
 
     generator.addMapping(
         sourceFile, originalName,
         outputStartPosition, outputEndPosition);
   }
 
","@@ -486,8 +486,8 @@ private OriginalMapping getOriginalMappingForEntry(Entry entry) {
       // Adjust the line/column here to be start at 1.
       Builder x = OriginalMapping.newBuilder()
         .setOriginalFile(sources[entry.getSourceFileId()])
+        .setLineNumber(entry.getSourceLine() + 1)
+        .setColumnPosition(entry.getSourceColumn() + 1);
       if (entry.getNameId() != UNMAPPED) {
         x.setIdentifier(names[entry.getNameId()]);
       }
/src/com/google/javascript/jscomp/SourceMap.java @@ -135,10 +135,15 @@ public void addMapping(
     // zero based.
     // We don't change this for the v1 or v2 source maps but for
     // v3 we make them both 0 based.
+    int lineBaseOffset = 1;
+    if (generator instanceof SourceMapGeneratorV1
+        || generator instanceof SourceMapGeneratorV2) {
+      lineBaseOffset = 0;
+    }
 
     generator.addMapping(
         sourceFile, originalName,
+        new FilePosition(node.getLineno() - lineBaseOffset, node.getCharno()),
         outputStartPosition, outputEndPosition);
   }
 
"
74,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/TypedScopeCreator.java","@@ -1518,11 +1518,14 @@ void maybeDeclareQualifiedName(NodeTraversal t, JSDocInfo info,
             || FunctionTypeBuilder.isFunctionTypeDeclaration(info));
       }
 
         // Determining declaration for #2
       }
 
       if (!inferred) {
","@@ -1518,11 +1518,14 @@ void maybeDeclareQualifiedName(NodeTraversal t, JSDocInfo info,
             || FunctionTypeBuilder.isFunctionTypeDeclaration(info));
       }
 
+      if (inferred && rhsValue != null && rhsValue.isFunction()) {
         // Determining declaration for #2
+        if (info != null) {
+          inferred = false;
+        } else if (!scope.isDeclared(qName, false) &&
+                   n.isUnscopedQualifiedName()) {
+          inferred = false;
+        }
       }
 
       if (!inferred) {
"
75,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/MakeDeclaredNamesUnique.java","@@ -88,14 +88,6 @@ public void enterScope(NodeTraversal t) {
       renamer = nameStack.peek().forChildScope();
     }
 
     if (declarationRoot.getType() != Token.FUNCTION) {
       // Add the block declarations
       findDeclaredNames(declarationRoot, null, renamer);
@@ -127,11 +119,22 @@ public boolean shouldTraverse(NodeTraversal t, Node n, Node parent) {
             renamer.addDeclaredName(name);
           }
 
 
 
           // Add the function parameters
 
           // Add the function body declarations
 
           nameStack.push(renamer);
         }
@@ -170,13 +173,16 @@ public void visit(NodeTraversal t, Node n, Node parent) {
 
       case Token.FUNCTION:
         // Remove the function body scope
         // Remove function recursive name (if any).
         nameStack.pop();
         break;
 
         // Note: The parameters and function body variables live in the
         // same scope, we introduce the scope when in the ""shouldTraverse""
         // visit of LP, but remove it when when we exit the function above.
 
       case Token.CATCH:
         // Remove catch except name from the stack of names.
","@@ -88,14 +88,6 @@ public void enterScope(NodeTraversal t) {
       renamer = nameStack.peek().forChildScope();
     }
 
     if (declarationRoot.getType() != Token.FUNCTION) {
       // Add the block declarations
       findDeclaredNames(declarationRoot, null, renamer);
@@ -127,11 +119,22 @@ public boolean shouldTraverse(NodeTraversal t, Node n, Node parent) {
             renamer.addDeclaredName(name);
           }
 
+          nameStack.push(renamer);
+        }
+        break;
 
+      case Token.LP: {
+          Renamer renamer = nameStack.peek().forChildScope();
 
           // Add the function parameters
+          for (Node c = n.getFirstChild(); c != null; c = c.getNext()) {
+            String name = c.getString();
+            renamer.addDeclaredName(name);
+          }
 
           // Add the function body declarations
+          Node functionBody = n.getNext();
+          findDeclaredNames(functionBody, null, renamer);
 
           nameStack.push(renamer);
         }
@@ -170,13 +173,16 @@ public void visit(NodeTraversal t, Node n, Node parent) {
 
       case Token.FUNCTION:
         // Remove the function body scope
+        nameStack.pop();
         // Remove function recursive name (if any).
         nameStack.pop();
         break;
 
+      case Token.LP:
         // Note: The parameters and function body variables live in the
         // same scope, we introduce the scope when in the ""shouldTraverse""
         // visit of LP, but remove it when when we exit the function above.
+        break;
 
       case Token.CATCH:
         // Remove catch except name from the stack of names.
"
76,"junit.framework.AssertionFailedError","/src/com/google/javascript/jscomp/PeepholeReplaceKnownMethods.java","@@ -373,7 +373,7 @@ private Node tryFoldArrayJoin(Node n) {
 
     Node right = callTarget.getNext();
     if (right != null) {
         return n;
       }
     }
@@ -386,7 +386,12 @@ private Node tryFoldArrayJoin(Node n) {
       return n;
     }
 
       // "","" is the default, it doesn't need to be explicit
 
     String joinString = (right == null) ? "","" : NodeUtil.getStringValue(right);
     List<Node> arrayFoldedChildren = Lists.newLinkedList();
","@@ -373,7 +373,7 @@ private Node tryFoldArrayJoin(Node n) {
 
     Node right = callTarget.getNext();
     if (right != null) {
+      if (right.getNext() != null || !NodeUtil.isImmutableValue(right)) {
         return n;
       }
     }
@@ -386,7 +386,12 @@ private Node tryFoldArrayJoin(Node n) {
       return n;
     }
 
+    if (right != null && right.getType() == Token.STRING
+        && "","".equals(right.getString())) {
       // "","" is the default, it doesn't need to be explicit
+      n.removeChild(right);
+      reportCodeChange();
+    }
 
     String joinString = (right == null) ? "","" : NodeUtil.getStringValue(right);
     List<Node> arrayFoldedChildren = Lists.newLinkedList();
"
